Family,Genus,Species,Subspecies,Cvalue,Source
Asteraceae,Sonchus,oleraceus agg.,,1.6,"Band,1984"
Asteraceae,Symphyotrichum,oolentangiense,,1.6,"Bai et al.,2012"
Asteraceae,Vernonanthura,oligactoides,,1.61,"Vega & Dematteis,2017"
Asteraceae,Centaurea,cuneifolia,,1.62,"Bancheva & Greilhuber,2006"
Asteraceae,Aster,hydrophilus,,1.6,"Stucky and Jackson,1975"
Asteraceae,Centaurea,arenaria,,1.64,"Bancheva & Greilhuber,2006"
Asteraceae,Vernonanthura,brasiliana,,1.64,"Vega & Dematteis,2017"
Asteraceae,Calendula,suffruticosa,subsp. lusitanica (Boiss) Ohle,1.65,"Nora et al.,2013"
Asteraceae,Colymbada,immanuelis-loewii,,1.65,"Bancheva & Greilhuber,2006"
Asteraceae,Colymbada,orientalis,,1.65,"Bancheva & Greilhuber,2006"
Asteraceae,Symphyotrichum,sagittifolium,,1.65,"Bai et al.,2012"
Asteraceae,Dahlia,dissecta,,1.66,"Temsch et al.,2008"
Asteraceae,Centaurea,ragusina,subsp. lungensis (Ginzberger) Hayek,1.66,"Siljak-Yakovev et al.,2005"
Asteraceae,Colymbada,mannagettae,,1.66,"Bancheva & Greilhuber,2006"
Asteraceae,Helichrysum,italicum,,1.66,"Garcia et al.,2013"
Asteraceae,Parthenium,argentatum,,1.66,"Sanchez et al.,2014"
Asteraceae,Tussilago,farfara,,1.67,"Pustahija et al.,2013"
Asteraceae,Calendula,incana,subsp. microphylla (Lange) Ohle,1.67,"Nora et al.,2013"
Asteraceae,Vernonanthura,lucida,,1.67,"Vega & Dematteis,2017"
Asteraceae,Senecio,glossanthus,,1.7,"Lawrence,1985"
Asteraceae,Colymbada,stereophylla,,1.68,"Bancheva & Greilhuber,2006"
Asteraceae,Centaurea,scabiosa,subsp. scabiosa,1.68,"Temsch et al.,2010"
Asteraceae,Packera,aurea,,1.68,"Sonnier,2016"
Asteraceae,Sonchus,fauces-orci,,1.7,"Suda et al.,2005"
Asteraceae,Inula,salicina,,1.7,"Münzbergová,2009"
Asteraceae,Hedypnois,cretica,,1.7,"Marañón and Grubb,1993"
Asteraceae,Reichardia,gaditana,,1.7,"Šiljak-Yakovlev et al.,1998"
Asteraceae,Colymbada,chrysolepis,,1.7,"Bancheva & Greilhuber,2006"
Asteraceae,Helichrysum,pallasii,,1.7,"Bou Dagher-Kharrat et al.,2013"
Asteraceae,Cirsium,rivulare,,1.72,"Bureš et al.,2004"
Asteraceae,Launaea,cervicornis,,1.72,"Garcia et al.,2013"
Asteraceae,Reichardia,crystallina,,1.72,"Garcia et al.,2013"
Asteraceae,Inula,crithmoides,,1.72,"Garcia et al.,2013"
Asteraceae,Bidens,pilosa,,1.7,"Bennett et al.,1997"
Asteraceae,Ptilostemon,chamaepeuce,(pop. Cr-7),1.73,"Garcia et al.,2013"
Asteraceae,Colymbada,badensis,,1.73,"Bancheva & Greilhuber,2006"
Asteraceae,Calendula,tripterocarpa,,1.74,"Nora et al.,2013"
Asteraceae,Colymbada,kotschyana,,1.74,"Bancheva & Greilhuber,2006"
Asteraceae,Dahlia,rudis,,1.75,"Temsch et al.,2008"
Asteraceae,Reichardia,tingitana,,1.75,"Siljak-Yakovev et al.,1998"
Asteraceae,Liatris,aspera,,1.75,"Bai et al.,2012"
Asteraceae,Symphyotrichum,pilosum,,1.75,"Bai et al.,2012"
Asteraceae,Aster,bellidiastrum,,1.75,"Pustahija et al.,2013"
Asteraceae,Vernonanthura,tweediana,,1.75,"Vega & Dematteis,2017"
Asteraceae,Solidago,nemoralis,,1.76,"Bai et al.,2012"
Asteraceae,Hieracium,hoppeanum,,1.77,"Suda et al.,2007"
Asteraceae,Cichorium,spinosum,,1.77,"Garcia et al.,2013"
Asteraceae,Artemisia,scoparia,,1.77,"Garcia et al.,2004"
Asteraceae,Colymbada,apiculata,,1.77,"Bancheva & Greilhuber,2006"
Asteraceae,Colymbada,scabiosa,,1.77,"Bancheva & Greilhuber,2006"
Asteraceae,Centaurea,mayeri,,1.77,"Siljak-Yakovev et al.,2005"
Asteraceae,Haplopappus,wigginsii,,1.7,"Jackson et al.,1993"
Asteraceae,Crepis,multicaulis,,1.78,"Enke et al.,2011"
Asteraceae,Helichrysum,sanguineum,,1.78,"Bou Dagher-Kharrat et al.,2013"
Asteraceae,Centaurea,alba,,1.79,"Bancheva & Greilhuber,2006"
Asteraceae,Psephellus,marschallianus,,1.79,"Bancheva & Greilhuber,2006"
Asteraceae,Andryala,webbii,,1.79,"Suda et al.,2005"
Asteraceae,Vernonanthura,squamulosa,,1.79,"Vega & Dematteis,2017"
Asteraceae,Senecio,aquaticus,,1.8,"Bennett and Smith,1976"
Asteraceae,Cirsium,eriophorum,,1.8,"Bureš et al.,2004"
Asteraceae,Centaurea,fritschii,,1.8,"Vidic et al.,2009"
Asteraceae,Jurinea,mollis,,1.8,"Siljak-Yakovlev et al.,2010"
Asteraceae,Liatris,cylindraceae,,1.8,"Bai et al.,2012"
Asteraceae,Inula,crithmoides,,1.82,"Dolenc Koce et al.,2008"
Asteraceae,Centaurea,edith-mariae,,1.82,"Siljak-Yakovev et al.,2005"
Asteraceae,Solidago,gigantea,,1.82,"Kubešová et al.,2010"
Asteraceae,Guizotia,reptans,,1.8,"Hiremath et al.,1992"
Asteraceae,Hieracium,lactucella,,1.8,"Bräutigam and Bräutigam,1996"
Asteraceae,Centaurea,kusanii,,1.83,"Siljak-Yakovev et al.,2005"
Asteraceae,Leontopodium,alpinum,,1.83,"Garcia et al.,2013"
Asteraceae,Proustia,cuneifolia,,1.83,"Garcia et al.,2013"
Asteraceae,Colymbada,salonitana,var. macracantha,1.84,"Bancheva & Greilhuber,2006"
Asteraceae,Centaurea,kilaea,,1.84,"Meriç et al.,2010"
Asteraceae,Taraxacum,fartoris,,1.85,"Závesky et al.,2005"
Asteraceae,Machaeranthera,boltoniae,,1.9,"Bennett MD, Smith JB, Heslop-Harrison,1982"
Asteraceae,Melampodium,glabribracteatum,,1.85,"Weiss-Schneeweiss et al.,2012"
Asteraceae,Centaurea,elegantissima,,1.86,"Siljak-Yakovev et al.,2005"
Asteraceae,Inula,hirta,,1.87,"Münzbergová,2009"
Asteraceae,Artemisia,annua,,1.9,"Geber and Hasibeder,1980"
Asteraceae,Chardinia,orientalis,,1.88,"Garnatje et al.,2004"
Asteraceae,Arctium,minus,(pop. Vielha),1.88,"Garcia et al.,2013"
Asteraceae,Centaurea,triumfettii,,1.88,"Bou Dagher-Kharrat et al.,2013"
Asteraceae,Reichardia,ligulata,,1.89,"Suda et al.,2003"
Asteraceae,Aster,oblongifolius,,1.9,"Stucky and Jackson,1975"
Asteraceae,Centaurea,nigrescens,,1.9,"Bancheva & Greilhuber,2006"
Asteraceae,Solidago,flexicaulis,,1.9,"Bai et al.,2012"
Asteraceae,Liatris,pycnostachya,,1.9,"Sonnier,2016"
Asteraceae,Xeranthemum,cylindraceum,,1.91,"Garnatje et al.,2004"
Asteraceae,Centaurea,indurata,,1.91,"Bancheva & Greilhuber,2006"
Asteraceae,Ambrosia,trifida,,1.91,"Kubešová et al.,2010"
Asteraceae,Ambrosia,coronopifolia,,1.91,"Garcia et al.,2013"
Asteraceae,Vernonanthura,amplexicaulis,,1.92,"Vega & Dematteis,2017"
Asteraceae,Echinops,nanus,,1.93,"Garnatje et al.,2004"
Asteraceae,Leontopodium,sinense,,1.93,"Russell et al.,2013"
Asteraceae,Galinsoga,ciliata,,1.95,"Garcia et al.,2013"
Asteraceae,Crepis,foetida,,2,"Brown and Jone,1975"
Asteraceae,Hieracium,pavichii,,1.97,"Suda et al.,2007"
Asteraceae,Cyanus,pichleri,,1.97,"Bancheva & Greilhuber,2006"
Asteraceae,Scorzoneroides,microcephala,,1.97,"Loureiro et al.,2013"
Asteraceae,Centaurea,montana,,1.98,"Pustahija et al.,2013"
Asteraceae,Dahlia,australis,,1.99,"Temsch et al.,2008"
Asteraceae,Centaurea,oxylepis,,2,"Dydak et al.,2009"
Asteraceae,Agoseris,grandiflora,,2,"Price and Bachmann,1975"
Asteraceae,Microseris,lindleyi,,2,"Price and Bachmann,1975"
Asteraceae,Centaurea,jacea,,2,"Bancheva & Greilhuber,2006"
Asteraceae,Mycelis,muralis,,2,"Doležalová et al.,2002"
Asteraceae,Dahlia,merckii,,2.01,"Temsch et al.,2008"
Asteraceae,Taraxacum,paludosum,,2.02,"Závesky et al.,2005"
Asteraceae,Galinsoga,quadriradiata,,2.02,"Kubešová et al.,2010"
Asteraceae,Cotula,coronopifolia,,2,"Kenton and Owens,1988"
Asteraceae,Haplopappus,integrifolius,,2.03,"Garcia et al.,2013"
Asteraceae,Pilosella,lactucella,,2.04,"Chrtek et al.,2009"
Asteraceae,Bellis,sylvestris,,2.04,"Veselý et al.,2012"
Asteraceae,Centaurea,moesiaca,,2.04,"Bancheva & Greilhuber,2006"
Asteraceae,Crepis,pannonica,,2.1,"Brown and Jone,1975"
Asteraceae,Haplopappus,gracilis,,2,"Bennett,1972"
Asteraceae,Taraxacum,stenocephalum,,2.05,"Závesky et al.,2005"
Asteraceae,Lactuca,triquetra,,2.05,"Bou Dagher-Kharrat et al.,2013"
Asteraceae,Centaurea,jacea,,2.05,"Garcia et al.,2013"
Asteraceae,Doellingeria,umbellata,,2.06,"Bai et al.,2012"
Asteraceae,Centaurea,stenolepis,,2.06,"Bancheva & Greilhuber,2006"
Asteraceae,Dahlia,apiculata,,2.07,"Temsch et al.,2008"
Asteraceae,Dahlia,variabilis,cv. Roquencourt,2.07,"Temsch et al.,2008"
Asteraceae,Centaurea,davidovii,,2.07,"Bancheva & Greilhuber,2006"
Asteraceae,Vernonanthura,membranacea,,2.07,"Vega & Dematteis,2017"
Asteraceae,Hypochaeris,megapotamica,,2.1,"Cerbah et al.,1995"
Asteraceae,Hypochaeris,pampasica,,2.1,"Cerbah et al.,1995"
Asteraceae,Hieracium,cymosum,subsp. cymosum,2.08,"Suda et al.,2007"
Asteraceae,Centaurea,nervosa,subsp. gheorghieffii,2.08,"Bancheva & Greilhuber,2006"
Asteraceae,Youngia,tenuicaulis,,2.08,"Enke et al.,2011"
Asteraceae,Conyza,bonariensis,,2.09,"Garcia et al.,2013"
Asteraceae,Crepis,sancta,,2.09,"Dimitrova and Greilhuber,2000"
Asteraceae,Crepis,capillaris,,2.1,"Evans et al.,1972"
Asteraceae,Guizotia,villosa,,2.1,"Hiremath et al.,1992"
Asteraceae,Achillea,montana,,2.1,"Zonneveld et al.,2005"
Asteraceae,Dahlia,scapigeroides,,2.1,"Temsch et al.,2008"
Asteraceae,Artemisia,dracunculus,,2.1,"Eisenman et al.,2011"
Asteraceae,Artemisia,oxycephala,,2.11,"Pellicer et al.,2007"
Asteraceae,Solidago,simplex,subsp. randii var. racemosa,2.11,"Peirson et al.,2012"
Asteraceae,Dahlia,tenuicaulis,,2.11,"Temsch et al.,2008"
Asteraceae,Centaurea,erdneri,,2.11,"Koutecký et al.,2012"
Asteraceae,Hieracium,onegense,,2.12,"Suda et al.,2007"
Asteraceae,Solidago,arenicola,,2.14,"Peirson et al.,2012"
Asteraceae,Guizotia,schimperi,,2.2,"Hiremath et al.,1992"
Asteraceae,Centaurea,debeauxii,,2.15,"Bancheva & Greilhuber,2006"
Asteraceae,Bidens,radiata,,2.15,"Veselý et al.,2013"
Asteraceae,Symphyotrichum,lanceolatum,,2.15,"Dirkse et al.,2014"
Asteraceae,Hieracium,echioides,,2.16,"Suda et al.,2007"
Asteraceae,Stenactis,annua,,2.16,"Pustahija et al.,2013"
Asteraceae,Aster,novi-belgii,,2.16,"Garcia et al.,2013"
Asteraceae,Dahlia,coccinea,,2.17,"Temsch et al.,2008"
Asteraceae,Erigeron,annuus,,2.17,"Kubešová et al.,2010"
Asteraceae,Haplopappus,velutinus,,2.17,"Garcia et al.,2013"
Asteraceae,Tragopogon,longirostris,,2.18,"Bou Dagher-Kharrat et al.,2013"
Asteraceae,Conyza,sumatrensis,,2.2,"Garcia et al.,2013"
Asteraceae,Melampodium,cinereum,var. hirtellum,2.21,"Rebernig et al.,2012"
Asteraceae,Xeranthemum,inapertum,,2.22,"Garnatje et al.,2004"
Asteraceae,Hypochaeris,microcephala,var. albiflora (O.K.) Cabrera,2.3,"Cerbah et al.,1995"
Asteraceae,Senecio,jacobaea,,2.3,"Band,1984"
Asteraceae,Achillea,vulgaris,,2.25,"Zonneveld et al.,2005"
Asteraceae,Melampodium,mayfieldii,,2.25,"Weiss-Schneeweiss et al.,2012"
Asteraceae,Centaurea,tougourensis,subsp. tougourensis Quézel & Santa,2.26,"Benamara-Bellagha et al.,2014"
Asteraceae,Inula,helenium,,2.26,"Kubešová et al.,2010"
Asteraceae,Machaeranthera,parviflora,,2.3,"Stucky and Jackson,1975"
Asteraceae,Lactuca,viminea,subsp. chondrilliflora (Boreau) Bonnier,2.29,"Doležalová et al.,2002"
Asteraceae,Centaurea,scabiosa,,2.3,"Garcia et al.,2013"
Asteraceae,Bidens,cernua,,2.3,"Bai et al.,2012"
Asteraceae,Symphyotrichum,laeve,,2.3,"Bai et al.,2012"
Asteraceae,Lactuca,perennis,,2.31,"Pustahija et al.,2013"
Asteraceae,Artemisia,santolinifolia,,2.31,"Garcia et al.,2004"
Asteraceae,Eupatoriadelphus,maculatus,,2.31,"Sonnier,2016"
Asteraceae,Melampodium,leucanthum,,2.32,"Rebernig et al.,2012"
Asteraceae,Crepis,setosa,,2.3,"Brown and Jone,1975"
Asteraceae,Matricaria,matricarioides,,2.3,"Bennett,1972"
Asteraceae,Hypochaeris,chillensis,,2.4,"Cerbah et al.,1995"
Asteraceae,Eupatorium,perfoliatum,,2.35,"Bai et al.,2012"
Asteraceae,Heliopsis,helianthoides,,2.35,"Bai et al.,2012"
Asteraceae,Xanthium,echinatum,subsp. italicum (Moretti) O.Bolòs & Vigo (pop.Caldes),2.35,"Garcia et al.,2013"
Asteraceae,Picris,hieracioides,,2.36,"Slovák et al.,2009"
Asteraceae,Taraxacum,obovatum,,2.37,"Závesky et al.,2005"
Asteraceae,Lactuca,saligna,,2.38,"Doležalová et al.,2002"
Asteraceae,Baccharis,paniculata,,2.39,"Garcia et al.,2013"
Asteraceae,Carthamus,lanatus,,2.4,"Garnatje et al.,2006"
Asteraceae,Dahlia,imperialis,,2.4,"Temsch et al.,2008"
Asteraceae,Tripleurospermum,elongatum,,2.44,"Garcia et al.,2005"
Asteraceae,Tripleurospermum,melanolepis,,2.44,"Garcia et al.,2005"
Asteraceae,Matricaria,discoidea,,2.5,"Nagl and Ehrendorfer,1974"
Asteraceae,Achillea,compacta,,2.5,"Dabrowska J.,1992"
Asteraceae,Achillea,crithmifolia,,2.5,"Dabrowska J.,1992"
Asteraceae,Senecio,lautus,subsp. lanceolatus Ali,2.4,"Lawrence,1985"
Asteraceae,Eutrochium,purpureum,,2.45,"Bai et al.,2012"
Asteraceae,Senecio,adonidifolius,,2.45,"Garcia et al.,2013"
Asteraceae,Scorzonera,mollis,,2.45,"Veselý et al.,2012"
Asteraceae,Eupatorium,cannabinum,,2.46,"Vidic et al.,2009"
Asteraceae,Ambrosia,deltoidea,,2.47,"Sliwinska et al.,2009"
Asteraceae,Baccharis,pingraea,,2.47,"Garcia et al.,2013"
Asteraceae,Buphthalmum,salicifolium,,2.49,"Temsch et al.,2010"
Asteraceae,Parthenium,argentatum,,2.49,"Sanchez et al.,2014"
Asteraceae,Coreopsis,grandiflora,,2.5,"Olszewska and Osiecka,1983"
Asteraceae,Leontodon,hispidus,,2.5,"Kenton and Owens,1988"
Asteraceae,Eupatorium,altissimum,,2.52,"Bai et al.,2012"
Asteraceae,Scorzonera,cana,,2.52,"Pustahija et al.,2013"
Asteraceae,Crepis,aurea,,2.5,"Brown and Jone,1975"
Asteraceae,Coreopsis,tripteris,,2.55,"Bai et al.,2012"
Asteraceae,Achillea,teretifolia,,2.6,"Dabrowska J.,1992"
Asteraceae,Reichardia,macrophylla,,2.55,"Siljak-Yakovev et al.,1998"
Asteraceae,Gerbera,hybrida,,2.56,"Marie & Brown,1993"
Asteraceae,Senecio,cambrensis,,2.6,"Bennett and Smith,1976"
Asteraceae,Echinops,tschimganicus,,2.58,"Garnatje et al.,2004"
Asteraceae,Xanthium,albinum,,2.59,"Kubešová et al.,2010"
Asteraceae,Reichardia,dichotoma,,2.6,"Šiljak-Yakovlev et al.,1998"
Asteraceae,Tripleurospermum,maritimum,,2.6,"Nagl and Ehrendorfer,1974"
Asteraceae,Achillea,biebersteinii,,2.6,"Dabrowska J.,1992"
Asteraceae,Artemisia,frigida,,2.63,"Garcia et al.,2004"
Asteraceae,Senecio,teneriffae,,2.63,"Suda et al.,2003"
Asteraceae,Vernonia,echioides,,2.64,"Vega & Dematteis,2017"
Asteraceae,Guizotia,scabra,,2.6,"Hiremath et al.,1992"
Asteraceae,Senecio,kleiniiformis,,2.65,"Zonneveld et al.,2005"
Asteraceae,Andryala,levitomentosa,,2.66,"Chrtek et al.,2009"
Asteraceae,Lactuca,serriola,,2.66,"Garcia et al.,2013"
Asteraceae,Krigia,biflora,,2.67,"Sonnier,2016"
Asteraceae,Crepis,canariensis,,2.7,"Brown and Jone,1975"
Asteraceae,Achillea,nobilis,,2.7,"Dabrowska J.,1992"
Asteraceae,Achillea,erba-rotta,,2.7,"Dabrowska J.,1992"
Asteraceae,Artemisia,fragrans,,2.68,"Torrell and Valles,2001"
Asteraceae,Cyanus,mollis,,2.68,"Olšavská et al.,2012"
Asteraceae,Echinops,ecbatanus,,2.69,"Garnatje et al.,2004"
Asteraceae,Artemisia,marschalliana,,2.69,"Pellicer et al.,2007"
Asteraceae,Reichardia,glauca,,2.69,"Bou Dagher-Kharrat et al.,2013"
Asteraceae,Achillea,clypeolata,,2.7,"Dabrowska J.,1992"
Asteraceae,Senecio,rowleyanus,var. variegata,2.7,"Zonneveld et al.,2005"
Asteraceae,Polymnia,canadensis,,2.7,"Bai et al.,2012"
Asteraceae,Calendula,arvensis,,2.71,"Nora et al.,2013"
Asteraceae,Aster,lanceolatus,,2.71,"Kubešová et al.,2010"
Asteraceae,Atractylodis,chinensis,,2.72,"Zhang et al.,2013"
Asteraceae,Coreopsis,palmata,,2.72,"Sonnier,2016"
Asteraceae,Doronicum,orientale,,2.72,"Bou Dagher-Kharrat et al.,2013"
Asteraceae,Achillea,sulphurea,,2.7,"Dabrowska J.,1992"
Asteraceae,Senecio,citriformis,,2.73,"Zonneveld et al.,2005"
Asteraceae,Matricaria,chamomilla,,2.74,"Pustahija et al.,2013"
Asteraceae,Lactuca,aculeata,,2.75,"Doležalová et al.,2002"
Asteraceae,Senecio,crassifolius,,2.8,"Bennett and Smith,1976"
Asteraceae,Senecio,x peregrinus,,2.75,"Zonneveld et al.,2005"
Asteraceae,Ratibida,pinnata,,2.75,"Bai et al.,2012"
Asteraceae,Parthenium,incanum,,2.77,"Sanchez et al.,2014"
Asteraceae,Cirsium,vulgare,,2.77,"Bureš et al.,2004"
Asteraceae,Tragopogon,pratensis,,2.77,"Pires et al.,2004"
Asteraceae,Hieracium,schultesii,,2.77,"Suda et al.,2007"
Asteraceae,Crepis,pygmaea,,2.77,"Garcia et al.,2013"
Asteraceae,Achillea,abrotanoides,,2.8,"Dabrowska J.,1992"
Asteraceae,Achillea,coarctata,,2.78,"Siljak-Yakovlev et al.,2010"
Asteraceae,Echinops,melitenensis,,2.77,"Sapci et al.,2015"
Asteraceae,Anthemis,rigida,,2.78,"Garcia et al.,2013"
Asteraceae,Echinops,borae,,2.78,"Sapci et al.,2015"
Asteraceae,Crepis,lyrata,,2.79,"Enke et al.,2011"
Asteraceae,Senecio,radicans,large form,2.8,"Zonneveld et al.,2005"
Asteraceae,Doronicum,caucasicum,,2.81,"Vallès et al.,2014"
Asteraceae,Crepis,schachtii,,2.82,"Dimitrova and Greilhuber,2000"
Asteraceae,Achillea,glaberrima,,2.8,"Dabrowska J.,1992"
Asteraceae,Crepis,rubra,,2.9,"Brown and Jone,1975"
Asteraceae,Melampodium,strigosum,,2.85,"Weiss-Schneeweiss et al.,2012"
Asteraceae,Achillea,maritima,,2.85,"Bou Dagher-Kharrat et al.,2013"
Asteraceae,Achyrocline,satureioides,,2.87,"Mazzella et al.,2010"
Asteraceae,Achyrocline,flaccida,,2.87,"Mazzella et al.,2010"
Asteraceae,Achillea,vermicularis,,2.9,"Dabrowska J.,1992"
Asteraceae,Cicerbita,plumieri,,2.88,"Garcia et al.,2013"
Asteraceae,Mutisia,rosea,,2.88,"Garcia et al.,2013"
Asteraceae,Artemisia,abrotanum,,2.89,"Garcia et al.,2004"
Asteraceae,Cyanus,montanus,,2.9,"Olšavská et al.,2012"
Asteraceae,Crepis,neglecta,,2.9,"Brown and Jone,1975"
Asteraceae,Achillea,ochroleuca,,2.9,"Dabrowska J.,1992"
Asteraceae,Achillea,filipendulina,,2.9,"Dabrowska J.,1992"
Asteraceae,Achillea,ageratifolia,,2.9,"Dabrowska J.,1992"
Asteraceae,Achillea,ptarmica,,2.9,"Dabrowska J.,1992"
Asteraceae,Senecio,articulatus,,2.9,"Zonneveld et al.,2005"
Asteraceae,Arnoglossum,atriplicifolium,,2.9,"Bai et al.,2012"
Asteraceae,Cicerbita,alpina,,2.91,"Garcia et al.,2013"
Asteraceae,Otanthus,maritimus,(pop. Crete),2.92,"Garcia et al.,2013"
Asteraceae,Chrysanthemum,rhombifolium,,2.92,"Li et al.,2013"
Asteraceae,Achillea,setacea,,2.9,"Dabrowska J.,1992"
Asteraceae,Crepis,taraxacifolia,[C. versicaria L. subsp. taraxacifolia (Thuill.) Thell.],3,"Brown and Jone,1975"
Asteraceae,Xeranthemum,longepapposum,,2.93,"Garnatje et al.,2004"
Asteraceae,Artemisia,campestris,,2.94,"Torrell and Valles,2001"
Asteraceae,Tragopogon,dubius,,2.94,"Pires et al.,2004"
Asteraceae,Achyrocline,crassiuscula,,2.95,"Mazzella et al.,2010"
Asteraceae,Senecio,mikanioides,,2.9,"Lawrence,1985"
Asteraceae,Tolpis,barbata,,2.9,"Marañón and Grubb,1993"
Asteraceae,Baccharis,rhomboidalis,(pop. Xile-3),2.95,"Garcia et al.,2013"
Asteraceae,Senecio,leucophyllus,,2.96,"Garcia et al.,2013"
Asteraceae,Artemisia,dracunculus,,2.97,"Pellicer et al.,2007"
Asteraceae,Achillea,tomentosa,,3,"Dabrowska J.,1992"
Asteraceae,Artemisia,austriaca,,2.98,"Garcia et al.,2004"
Asteraceae,Lactuca,alpina,,2.98,"Doležalová et al.,2002"
Asteraceae,Bidens,subalternans,,2.98,"Garcia et al.,2013"
Asteraceae,Senecio,erucifolius,(pop. Barcelona),2.98,"Garcia et al.,2013"
Asteraceae,Artemisia,molinieri,,2.98,"Torrell and Valles,2001"
Asteraceae,Cosmos,sulphureus,,3,"Ohri et al.,1988"
Asteraceae,Crepis,alpina,,3,"Brown and Jone,1975"
Asteraceae,Artemisia,giraldii,,3,"Pellicer et al.,2007"
Asteraceae,Achyrocline,alata,,3.02,"Mazzella et al.,2010"
Asteraceae,Artemisia,chamaemelifolia,,3.02,"Torrell and Valles,2001"
Asteraceae,Aster,riparius,,3,"Stucky and Jackson,1975"
Asteraceae,Lactuca,dregeana,,3.03,"Doležalová et al.,2002"
Asteraceae,Solidago,simplex,subsp. randii var. racemosa,3.04,"Peirson et al.,2012"
Asteraceae,Stephanomeria,malheurensis,,3.1,"Narayan,1978"
Asteraceae,Achillea,clavennae,,3,"Dabrowska J.,1992"
Asteraceae,Achillea,impatiens,,3.1,"Dabrowska J.,1992"
Asteraceae,Artemisia,stelleriana,,3.05,"Garcia et al.,2004"
Asteraceae,Bidens,comosa,,3.05,"Bai et al.,2012"
Asteraceae,Echinops,cornigerus,,3.06,"Garnatje et al.,2004"
Asteraceae,Lactuca,livida,,3.07,"Doležalová et al.,2002"
Asteraceae,Mutisia,latifolia,,3.07,"Garcia et al.,2013"
Asteraceae,Senecio,spathulatus,,3.1,"Lawrence,1985"
Asteraceae,Echinops,sphaerocephalus,subsp. albidus (Boiss. & Spruner) Kožuharov,3.08,"Sapci et al.,2015"
Asteraceae,Artemisia,sieversiana,,3.09,"Garcia et al.,2004"
Asteraceae,Lactuca,altaica,,3.09,"Doležalová et al.,2002"
Asteraceae,Artemisia,magellanica,,3.09,"Pellicer et al.,2010"
Asteraceae,Microseris,paludosa,,3.1,"Bachmann et al.,1979"
Asteraceae,Achillea,macrophylla,,3.1,"Dabrowska J.,1992"
Asteraceae,Hieracium,scabrum,,3.1,"Bai et al.,2012"
Asteraceae,Sonchus,arvensis,subsp. uliginosus (M.Bieb.) Nyman,3.1,"Bai et al.,2012"
Asteraceae,Sphagneticola,trilobata,,3.11,"Garcia et al.,2013"
Asteraceae,Trixis,praestans,,3.11,"Garcia et al.,2013"
Asteraceae,Achillea,asplenifolia,,3.1,"Dabrowska J.,1992"
Asteraceae,Achillea,salicifolia,,3.1,"Dabrowska J.,1992"
Asteraceae,Stephanomeria,exigua,subsp. coronaria (Greene) Jeps.,3.1,"Narayan,1978"
Asteraceae,Echinops,orientalis,CV 4452,3.14,"Sapci et al.,2015"
Asteraceae,Senecio,gregorii,,3.1,"Lawrence,1985"
Asteraceae,Xanthium,strumarium,,3.2,"Bennett et al.,1998"
Asteraceae,Helenium,autumunale,,3.15,"Bai et al.,2012"
Asteraceae,Artemisia,afra,,3.16,"Garcia et al.,2004"
Asteraceae,Doronicum,pardalianches,,3.16,"Garcia et al.,2013"
Asteraceae,Lactuca,denticulata,,3.17,"Doležalová et al.,2002"
Asteraceae,Iva,xanthiifolia,,3.17,"Kubešová et al.,2010"
Asteraceae,Mutisia,subulata,,3.17,"Garcia et al.,2013"
Asteraceae,Artemisia,reptans,,3.18,"Garcia et al.,2013"
Asteraceae,Artemisia,campestris,,3.19,"Garcia et al.,2004"
Asteraceae,Lactuca,dentata,,3.2,"Doležalová et al.,2002"
Asteraceae,Agoseris,retrorsa,,3.2,"Price and Bachmann,1975"
Asteraceae,Helianthus,neglectus,,3.2,"Sims and Price,1985"
Asteraceae,Senecio,quadridentatus,,3.2,"Lawrence,1985"
Asteraceae,Petasites,frigidus,,3.2,"Bai et al.,2012"
Asteraceae,Crepis,bithynica,var. pirinica Acht.,3.22,"Dimitrova and Greilhuber,2000"
Asteraceae,Bidens,connata,,3.22,"Kubešová et al.,2010"
Asteraceae,Melampodium,sericeum,,3.23,"Weiss-Schneeweiss et al.,2012"
Asteraceae,Achillea,ageratum,,3.23,"Garcia et al.,2013"
Asteraceae,Hieracium,echioides,,3.24,"Suda et al.,2007"
Asteraceae,Artemisia,vulgaris,,3.25,"Garcia et al.,2004"
Asteraceae,Achillea,ligustica,,3.2,"Dabrowska J.,1992"
Asteraceae,Acantholepis,orientalis,,3.26,"Garnatje et al.,2004"
Asteraceae,Lactuca,squarrosa,,3.26,"Doležalová et al.,2002"
Asteraceae,Lactuca,angustana,,3.27,"Doležalová et al.,2002"
Asteraceae,Achillea,lingulata,,3.3,"Dabrowska J.,1992"
Asteraceae,Achillea,grandifolia,,3.3,"Dabrowska J.,1992"
Asteraceae,Artemisia,persica,,3.28,"Garcia et al.,2004"
Asteraceae,Melampodium,pringlei,,3.28,"Weiss-Schneeweiss et al.,2012"
Asteraceae,Parthenium,argentatum,,3.28,"Sanchez et al.,2014"
Asteraceae,Artemisia,herba-alba,subsp. valentina (Lam.) Mascl.,3.29,"Torrell and Valles,2001"
Asteraceae,Tragopogon,porrifolius,,3.29,"Pires et al.,2004"
Asteraceae,Echinops,dumanii,,3.3,"Sapci et al.,2015"
Asteraceae,Helianthus,debilis,subsp. cucumerifolius (T & G) Heiser,3.3,"Sims and Price,1985"
